ID;BLG;Litry_piwa;BLG_przed_Fermentacja;BLG_po_Fermentacji;IBU;ABV;Kilogramy_Zasypu;Woda_Wysladzanie;Woda_Zacieranie;Slody;Chmiele
02/07/22/1;11.5;14.0;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
